Perguntas,Tags
Provider  CODE   home.ts  CODE,angular
Não consigo fazer com que quando um menu for aberto o outro fechar. Tentei o seguinte código:      CODE   CODE,html
"I need to catch ""Content-Disposition"" header on https response .. about a file download, but it fails. I'm using Spring (Security) REST with HTTPS. My frontend is made with JQuery. I appreciate any help. I'm working by 2 days and .. nothing!  Important: when i observe on browser network console .. the headers on https datagram is ok. Content-Disposition is there. And the file (a image) already arrived from backend. it sounds strange ...  CODE     can anybody help me?! thanks ... ",jquery
"Eu gostaria de colocar mascara em um CODE  que espera o formato Nextel:  CODE   O problema que conforme o site o formato do Nextel é este:     Urban: 2 dígitos Frota: 1 a 7 dígitos ID: 2 a 5 dígitos   O seja o Frota e o ID tem números quantidade variante, tenho usado o plugin http://github.com/igorescobar/jQuery-Mask-Plugin, não sei bem como fazer por exemplo de 1 a 7 para frota.  No entanto procuro solução com qualquer outro plugin ou até mesmo em Javascript puro. ",jquery
"Estou desenvolvendo uma página de consulta de CEP onde o envio e o retorno das informações é feito em ajax:  CODE   Este AJAX chama um método quer procura o endereço informando o CEP, caso não encontra, o método retorna null.  Método da Controller:  CODE   O problema é que, quando o método retorna null, em vez de ir para success, ele valor para o método ""error"" do ajax. Com o seguinte erro: ""Unexpected end of JSON input"".  Como fazer que o métodos ""Sucess"" receba o nulo normalmente? ",jquery 
"Galera,  Como eu faço para trocar essa linha de código minha:  CODE   Para 1 redirecionamento externo, por exemplo redirecionar para  CODE  ",node.js
"Eu estou a tentar abrir um modal, esperar 3 segundos e fechá-lo dentro do CODE .  Quando uso CODE  o modal aparece mas quando faço CODE  ele nem sequer aparece. ",jquery
"Gostaria de saber como faço para substituir os símbolos CODE  com Javascript. Estou usando a tag CODE  para exibir um código, porém não quero que ele seja renderizado no navegador. Sei que posso usar CODE  e CODE  para exibir uma &#60;tag/&#62; assim, mas gostaria de saber se existe uma maneira de fazer o Javascript fazer isso por mim, procurar os símbolos e substituir automaticamente para que o código não seja renderizado.  Sei da existência de utilitários como o Syntax Highlighter, mas para esse caso só preciso exibir o código numa única página e não acho que seria interessante adicionar ele a página. ",html
"Hoje possuo alguns fomulários em janelas (modais) e alguns desses campos preciso obrigar o usuário a preencher hoje estou fazendo da seguinte forma:  Formulário:  Caso o usuário esqueça de preencher algum campo utilizo o seguinte código onde valido o meu formulário e caso exista algum erro ele retorna uma mensagem:  Codigo:  CODE   Mensagem retornada em caso de erro:  Agora explicando o que eu procuro fazer, quero deixar o sistema mais funcional hoje se o usuário esquece algum campo ele é retorna a pagina de listagem e necessita abrir a função de cadastrar novamente e informar todos os campos novamente, minha ideia agora é que caso ele esqueça algum campo e clique em salvar o modal não seja fechado e sim que o campo(s) que ele não preencheu sejam realçados em vermelho, para isso acredito que precisarei utilizar javascript,esta é minha duvida. ",html
"Sei que é possível no PHP, receber um determinado arquivo e obter todas as informações do mesmo, como extensão, tamanho, data, entre outros.   Gostaria de saber como é possível obter essas informações com javascript.  O usuário precisa selecionar uma imagem, e gostaria de obter a extensão da imagem, o tamanho e altura. ",jquery
"Eu tenho um modal que peguei no Bootstrap, e fiz uma lista de pedidos com meu banco de dados, fiz um código para que, ao abrir o modal a pessoa primeiro escolha uma ação e por meio do JS faça aparecer ou ocultar uma CODE . Mas só está funcionando no primeiro Modal da Lista nos restantes nada acontece, Porquê?  Código JS  CODE   Código HTML      CODE   CODE        ",html
"Estou montando uma tabela via JavaScript da seguinte maneira:  CODE   Agora vem o meu problema: Quando realizo o submit do form, é me retornado vários campos qtd mais a numeração do ID da tabela. Seguido do seu respetivo valor informado pelo usuário.  Como eu consigo pegar o valor do ID mais o value que o usuário digitou?  EDIT:  Meu retorno no PHP: http://pastebin.com/W59yLR4L ",jquery
"Tenho essa função JavaScript que só permite ao usuário digitar 42 caracteres. Alguém pode me ajudar, preciso que toda vez ao chegar em 42 caracteres pule uma linha ao invés de bloquear a digitação. Meu problema está em CODE  e CODE .  CODE  ",jquery
"Recebo um objeto com os dados do front, e na api ta assim o middleware:  CODE   Quando dou um console.log no dados ele ta assim:  CODE   Aí preciso enviar esses dados pra o Banco de dados, só que estou me perdendo no momento que envio:  CODE   E no controller ta assim:  CODE   Como consigo enviar esses dados do objeto para o Banco de dados? ",jquery node.js 
"Através do prompt de comando eu obtenho um acess token.   CODE   No projeto eu uso esse token e recebo um json.   Service.ts  CODE   Component.ts  CODE   Porém, eu preciso gerar esse Token automaticamente, mas não sei como enviar meu Client_ID e Secret por parâmetro.  Alguma ajuda? ",angular
"Tenho a seguinte tabela  CODE   preciso pegar o valor do CODE  por jQuery e salvar em um array, no meu código tem mais linhas a tabela, eu resumi aqui  CODE   estou fazendo assim, mas não funciona. ",jquery html
"Boa tarde,  ultimamente, quando tento instalar uma dependência via npm install, as vezes acontece isso, já[![inserir a descrição da imagem aqui resolvi uma vez excluindo a node_modules e dando um npm install, porem não está mais resolvendo. Alguém sabe pq isso ocorre e como resolver?   ",node.js
"Fiz um javascript para fazer a verificação de senhas (forte/normal/fra ca) o problema é que utilizando o CODE  no javascript toda vez que um CODE  recebe valor o nível da senha é alterado, preciso fazer com que o nível da senha só seja alterado logicamente quando o CODE  da senha receber valor.  Javascript  CODE   HTML  CODE  ",jquery html
"  Galera, estou procurando esse slider, mas não consigo encontrar, preciso deste tipo, as imagens vem do banco de dados e conforme eu arrasto a bolinha, as imagens mudam, alguém sabe onde posso encontrar? ",jquery
"Estou utilizando o angularjs, e preciso redirecionar para outra página dentro do meu controller. Como faço isso?  Segue o código do meu controller:  CODE  ",angular
"Galera eu não consigo chamar uma função usando o onclick, chamando ela direto da tag html vem normal mas se eu chamar de forma não obstrutiva sem chance já li varios docs tentei n maneiras e nada alguem pode dar uma luz.   CODE  ",html
"Tenho um formulário de contato que utiliza CODE  para validar e CODE  para enviar, funciona muito bem com inputs text e afins, gostaria de implementar o select nele. Vou passar meus códigos aqui, temo que fique muito extenso:  Formulário:  CODE   Validador javascript:  CODE   php:  CODE   O email chega corretamente para mim, com todos os inputs devidamente preenchidos, porém o ""ASSUNTO"" (select) fica vazio, alguém poderia me orientar? ",html
"Espero que entendam a situação: Programando uma página web, criei um campo CODE  onde o usuário escolhe a data que deverá filtrar as informações contidas no site, ou seja, mostrar apenas as informações refentes ao dia ou período escolhidos. Pois bem, como posso transformar essa entrada de data em uma variável e usá-la posteriormente no restante dos códigos, sabendo que caso o usuário não escolha uma data específica deve-se aparecer todas as informações referentes a todas as datas? Ainda não consegui pensar em uma forma de fazer isso. Busco informações de um banco de dados MYSQL. ",html 
"Tenho o seguinte variável:  json_envio = JSON.stringify(obj);  o valor da mesma é:  CODE   Estou usando Jquery Ajax para enviar, porém, esta caindo na exceção do código abaixo:  CODE   O erro é o seguinte:     CODE   Pelo erro entendi que ele está reclamando do campo tipo e razao_social, porém, ambos estão no Json que está na variável json_envio e pegando o valor do mesmo e utilizando o soapUI, consigo enviar sem problema. O que pode estar errado?  imagem do valor do obj:   ",jquery 
"Tive muitos problemas para instalar o npm e node no ubuntu, agora estou com o seguinte erro:  CODE   Alguém conhece? ",node.js
"Eu criei um app no webView e o player dele só funciona quando apertamos o botão play 3 vezes ( uma para reproduzir o video, depois pausar e depois aperta novamente ele toca o video )  o link do app para demonstrar o erro:  https://drive.google.com/open?id=0B3xCH5qpmt1vVHl1enhkSVJrYjQ  porém  o erro é somente no celular, ele no pc funciona perfeitamente. A PÁGINA É ESSA: http://pipocaplayfm.com/mobile-play/  O código do webview - CODE :   CODE   ' ",html
"Amigos, preciso encontrar um elemento em uma árvore CODE  um pouco complexa e não estou conseguindo o resultado. Ao sair do CODE  eu adiciono novas linhas abaixo e preciso acionar o clique no próximo botão de leitor.   O código abaixo está com comentários que dá para entender melhor.  Estou usando o seguinte código ao sair do primeiro CODE  porém não está funcionando:  CODE   O HTML e os comentários estão no gist bem como o js: https://gist.github.com/rvgarimrj/cc8a6cb55364f9859e64785e1e0254bb  Alguém poderia me dar uma ajuda ?  Obrigado ",jquery html
"Meu projeto tem vários módulos, se eu carregar todos eles em um arquivo - modulos.js - , estou diminuindo o desempenho do app? ex:  arquivo que carrega módulos (modulos.js):   CODE   Arquivo 1:  CODE   Arquivo 2:  CODE  ",node.js
"Fala, pessoal.  Eu criei um formulário e gostaria de que sempre que uma pessoa reportasse um erro e reclamasse na central de ajuda do site (página na qual o usuário preenche um input/campo e envia seu relato), o botão, assim que clicado, enviasse o que foi digitado para meu e-mail.  Como posso fazer que a mensagem digitada pela pessoa caia no meu e-mail? ",html 
"Como eu faço para acessar um managed bean jsf através de um arquivo javascript externo? Estou tentando acessar da seguinte forma:  CODE   porém nao esta funcionando.  abaixo segue meu xhtml:  CODE   Preciso que, quando acionado um botao no xhtml, seja executado uma função no meu arquivo js, que tem como implementação a chamada de um metodo do meu managed bean. ",jquery
"Estou com um código em javascript para remover acentos, ele funciona com qualquer acento, menos com a crase, e pelo código deveria funcionar com a crase também. Não consigo encontrar o bug.  CODE  ",node.js
"Galera tenho o seguinte HTML  CODE   E o seguinte javascript:  CODE   O que acontece: Clico ele mostra os CODE  mas quando clico novamente quero que esconda de novo, já testei:  Mostrar e esconder uma div clicando no mesmo link  Como esconder/mostrar uma div em HTML?  Só que não consigo o resultado esperado. Aguardo respostas.. ",html 
Pessoal estou com uma dificuldade em desenvolver um filtro de uma tabela que possui os campos CODE  e CODE . Gostaria de filtrar um respectivo preço com as seguintes condições:   = (igual) > (maior) &lt; (menor)   Segue abaixo um código simplificado como referência:      CODE         Alguém poderia me ajudar?,angular
[SOLUÇÃO]  Era necessario eu configurar a aba Authorization do Postman e selecionar a opção Type Bearer Token e passar o token           Ao tentar acessar uma rota na minha API usando o método POST o Postman dizia que o servidor não enviou nenhuma resposta.     Ai  eu resolvi remover o Header Authorization que contem o meu token e dai ele acessou a rota e retornou a resposta:    Aqui está um trecho do código do servidor onde importo as rotas:  CODE   E essa é a middleware responsável pela rota:  CODE   Por que eu não consigo acessar essa rota usando o Header Authorization?  Estou usando o framework ExpressJS,node.js
"Tenho uma modal que abre quando o mouse sai da pagina. O problema é que quando eu tento fechar no CODE , ela não fecha:      CODE        ",html
"Bom, estou tentando subir uma aplicação angular ( basicamente o get started que tem na documentação ) para o heroku, por o angular rodar em cima do node, eu sei que preciso definir a porta como CODE  mas em nenhum lugar essa porta esta definida, localmente eu consegui mudar a porta passando ela na linha de comando para o CODE  mas isso não funciona no mt bem no heroku.  O projeto é esse : https://github.com/MatheusRBarbosa/stopot ",angular
"Tenho uma modal que quando o cursor do mouse sai da pagina ele aparece uma modal, porém toda vez que sai da pagina ele fica aparecendo, gostaria de saber se há como verificar que a partir do momento que apareceu uma vez ele nao aparece mais ate que  de um refresh na pagina? Somente utilizando o HTML e JS   CODE  ",html
"Por que e quando devo utilizar o  Observable, quais suas vantagem e desvantagens e sua diferença se comparado com Promisses? ",angular 
"CODE   Quando dou um CODE , fora do http ele me retorna undefined, quando do um CODE  dentro do http ainda ele me retorna o resultado correto..  nao esta com a url pois e de um cliente meu.. mas a url o retorno esta ok, so quando eu pego fora nao esta rolando a variavel resultado.  Alguem tem uma LUZ? ",html
"Estou usando grunt e karma para fazer os testes do meu projeto. Mas quando uso o comando grunt test, os resultados não aparecem no navegador e nem na linda de comando.  A única coisa que aparece é o seguinte:    Esse é o meu arquivo karma.conf.js:`// Karma configuration // Generated on Mon Mar 31 2014 10:21:42 GMT-0300 (E. South America Standard Time)  CODE   O meu arquivo de teste:   CODE   O que será testado:  CODE   No prompt de comando aparece essa mensagem:     WARN [Firefox 27.0.0 (Windows 7)]: Disconnected (1 times), because no   message in  10000 ms.  ",angular
"Qual comando eu posso usar para saber se dentro de uma string só possui números..  Por exemplo, estou usando o CODE :  CODE   Gostaria de verificar se realmente na variável CODE  possui apenas números, afinal não podemos confiar nesses usuários não é rs. ",jquery
"Quero que meu cabeçalho da pagina (logo menu etc.) fique fixo ao rolar a página para baixo. Igualmente o menu com logo desse site (StackOverflow), que quando eu rolo a tela ele fica no mesmo lugar. Gostaria de um modelo em html e css, não faço ideia de como isso opera. ",html 
"Quais as melhores opções de IDE ou Editores de texto para desenvolvimento em NodeJS? Minha necessidade é desenvolvimento de grandes projetos com  JavaScript / Node.js, segue abaixo alguma das opções que encontrei. Se possível citar as vantagens de utilizar software indicado.    Nodeclipse Aptana Studio  Sublime Text 2 Vim  ",node.js
"Instalei o Node, criei a variável de ambiente (CODE ) valor development.  Quando instalei e configurei, imprimi um CODE  com hellow world e funcionou.  Hoje, quero iniciar o servidor, mas não consigo. Já fiz set CODE  e a variável de ambiente está ok. Já digitei no terminal CODE , mas não mostra a versão, o Windows não reconhece este comando.  Como faço para iniciar e manter o servidor Node em execução? ",node.js
"Seguinte pessoal, tenho um script de cadastro, que quando cadastra um usuário com sucesso, efetua o seguinte comando para aparecer uma mensagem na tela:  CODE   Minha dúvida é: Como eu posso fazer para depois de determinado período, tipo uns 5 segundos, a mensagem sumir? Como posso apagar esse parágrafo que o CODE  criou? ",jquery
"Por exemplo, na estrutura abaixo eu tenho uma CODE  que possui um texto e outra CODE  que também possui um texto. Como eu posso capturar ou verificar se um texto é filho direto de uma tag, e não filho de uma outra tag filha:      CODE   CODE   CODE        ",html
"Bom dia!  Criei um server HTTP utilizando nodeJS da seguinte forma:  CODE   Depois utilizei no terminal o seguinte comando:   CODE   A questão é que a linha CODE  retornou certinho o conteúdo JSON CODE , mas a linha CODE  me retornou CODE .  Não obtive nenhum erro, a questão foi que o CODE  retornou undefined.  Cheguei até a trocar o trecho   CODE   por  CODE   E embora tenha aparecido a mensagem:     body-parser deprecated bodyParser: use individual json/urlencoded middlewares   body-parser deprecated undefined extended: provide extended option node-modules\body-parser\index.js   Não apresentou erro, mas novamente o CODE  consta CODE   Alguém sabe o que pode estar acontecendo? ",node.js
"boa tarde galera, estou com um problema em meu jquery é o seguinte, terei varios formularios em uma pagina...  Onde ao digitar em cada campo ""placa"" o meu jquery insere um valor no próximo campo concessionaria, do mesmo formulario.  tentei usar o closest(""form"").find(""#concessionaria"") porém não obtive sucesso  aqui tem um link do jsfiddle tentando representar o que quero que aconteça  https://jsfiddle.net/wrh2pszo/1/ ",jquery html 
"estou tentando retornar o resultado de uma query via ajax com php e jquery, porém não está funcionando, recebo uma mensagem de erro de parser e não estou conseguindo identificar o problema.  FUNCAO JS  CODE   BUSCACLIENTE.PHP  CODE   MENSAGEM DE ERRO  Request failed: parsererror ",jquery 
"Tem como remover uma classe de uma div com um CODE  especifico?  Essa CODE  é inserida dinamicamente através do CODE , e cada uma recebe seu CODE . Só que tem momentos que preciso remover somente UMA CODE  que foi inserida com CODE , como elas tem a mesma classe mas não o mesmo CODE , tem como fazer algo do tipo?  Por exemplo:  CODE   é possível? ",jquery
"Estou construindo um software que tem uma API em Node e um client em React.  O backend está configurado e funcionando. Está logando e quando logado trás os dados que preciso.  Porém, com meu software feito em react, estou tentando logar através de Fetch:  CODE   Até aí tudo parece funcionar perfeitamente. Ele realmente loga, trás os dados do usuário etc.  Porém, ao consultar uma nova rota, ele simplesmente me retorna dizendo que não estou logado:  CODE   Preciso apenas de uma luz, pois não estou encontrando solução e já estou endoidando com isso. ",node.js
"Estou tentando colocar ordenação na minha angular material mas ao clicar na seta correspondente da ordenação nada acontece.  Tentei algo como:  CODE   TS:  CODE   Os dados estão sendo mostrados normalmente, porém a ordenação não funciona.  ",angular 
CODE   CODE   CODE,html 
"estou com um pequeno problema. Possuo uma tabela com valores de estoque, e preciso alterar estes valores da seguinte forma. O cliente vai inserir uma quantidade que ele deseja fabricar de um certo produto, e no sistema precisa informar a quantidade que vai ser utilizada de cada matéria prima. Mas qual o meu problema? o JS criado esta retornando o valor da primeira linha *(vezes) a quantidade informada, para cada todas as linhas, quando deveria ser o valor de cada linha *(vezes) a quantidade informada. Segue o script caso alguem tenha uma LUZ =D  CODE   Segue o botao criado para ""Calcular"":  CODE   e a tabela que deve ser alterada:  CODE  ",jquery 
"Fala galera, estou com um probleminha aqui, deixei de utilizar o CODE  nativo do HTML5 por que o mesmo não dá suporte aos navegadores Android, passei a utilizar então o JqueryUi. Tenho alguns gráficos do Google Chart CODE  que deveriam ficar presos nas CODE , no exemplo a seguir ""DropZone1 e DropZone2"":    HTML:    CODE   JS:    CODE   Gostaria de poder intercalar os gráficos entre as CODE , por exemplo, o CODE  quando for arrastado da CODE  para a CODE  o CODE  sai da CODE  e vai pro lugar do CODE .      O resultado que quero é algo como apresentado neste exemplo: https://codepen.io/jo-o-santos/pen/aPKgoQ       Segue Exemplo Funcional do meu cenário atual:   https://codepen.io/jo-o-santos/pen/zyaXLK  ",jquery
"Criei o seguinte arquivo de constantes (constantes.ts):  CODE   Este arquivo é utilizado para setar, obter e excluir arquivos do localStorage:  CODE   Preciso percorrer o arquivo para utilizar todas as contantes em uma linha de código, porém não sei como realiza-lo, pois o foreach não é suportado nessa situação. Como fazer?  Segue abaixo um exemplo prático do que eu queria realizar:  CODE  ",angular 
"Olá, sou iniciante e gostaria de saber como redireciono esse botão(Assinar) de habilitar termos de uso para algum link.  CODE  ",html
Como saber se um descendente de um CODE  foi clicado usando Javascript puro.  CODE   Usando Jquery seria:   CODE   Como fazer usando Javascript puro?,html
"Tenho uma dashboard onde quando algum valor ou informação é atualizada, automaticamente os outros valores são recalculados sem refresh.  Um exemplo é que ao adicionar um gasto na tabela, ele precisa recalcular todos os gastos, atualizar o BD, atualizar varias outras informações como gastos totais, saldo...Enfim eu ja tenho todos isso, mas por ex quando a pessoa edita apenas o produto, la preciso colocar todo aquele código novamente, pq tudo precisa ser atualizado. Meu JS esta muito grande pq são muitas ações na mesma pagina.  Pesquisei e vi que algo parecido com o inlude do PHP não poderia ser usado nesse caso, mas teria como fazer algo tipo colocar tudo o codigo de atualização das informaçoes dentro de uma função tipo   CODE   Esse é um trecho de duas açoes distintas que começam diferentes mas se o ajax retornar nenhum erro, ambos precisam fazer a mesma função ""atualizar todos os dados"".  CODE   Outra ação(editar).  CODE   A maioria dos códigos que uso para a atualização são dessa forma.  CODE   Teria como colocar todo o código de atualização dentro de uma função, e depois apenas chamá-la? ",jquery
"Eu estou tentando fazer com que numa função o conteúdo de uma célula TD da minha tabela seja modificado.  Quero passar de:  CODE   Para:  CODE   Preciso fazer isso porque a função seria uma impressão em PDF e, infelizmente, estão aparecendo os códigos dos botões btnOne e btnTwo. Colocar hide ou display: none nos botões não adiantam pra isso, por enquanto.  Qual seria a melhor solução? InnerHTML ou InnerContent infelizmente não funcionam. ",html
O select box não está gerando os valores da array de objetos dentro do handlebars (CODE ).   Neste loop eu adiciono os valores dentro de um input:   {{#each arr}}   Aqui eu separado o que vou enviar para criar o meu template:  CODE    Segue o meu jsfiddle: http://jsfiddle.net/y9qdrgwy/1/,jquery
"Tenho um projeto Asp.Net MVC onde uso resource, mas estou tendo problemas com acentuação outros caracteres especiais.  Exemplo:  Tenho o seguinte Resource:   Name                   |  Value MSG_SESSAO_EXPIRADA    |  *Sessão expirada!   Em minha View tenho:   CODE   O obtido é:   CODE   Ou seja, ele não consegue exibir o CODE , mas faz a conversão.  Alguém poderia me ajudar? ",jquery html
"Visualizei em um site que existe no canto superior direito um menu dropdown onde o usuário pode fazer a seleção da língua. Abaixo um print do site com a opção de seleção aberta. Quando o usuário clicar em Français, por exemplo, a bandeira da França aparece no lugar da bandeira do Brasil. Gostaria de saber como fazer isso usando javascript/jquery! Procurei e não achei nenhum código.   ",jquery html 
"Pessoal estou aqui num aperto, estou usando o firebase v3.2.1 e to tentando implementar um infinity Scroll com ionic, a questão é que não sei como fazer, pesquisei no google e encontrei uma biblioteca firebaseUtils mais ela n é compativel com a nova versão do firebase. então agradeceria se me dessem um help, porque já estou a 3 dias que tento resolver isso. meu service ta desse jeito.      CODE        ",angular
"Tenho o seguinte cenário.  Possuo uma lista em um webservice, porém quando eu espero um retorno para passar o valor para meu componente, ele simplesmente não faz o binding porque é demorado, e mesmo quando traz, caso eu chame o WS novamente, ele não atualiza os dados.   Segue abaixo código de como estou tentando implementar. Eu fiz esse exemplo por cima sem colocar os CODE , só para colocar aqui e expor a maneira que estou tentando implementar.  CODE  ",angular
"Estou tentando utilizar o plugin CODE  mas estou esbarrando na minha pouca experiência com Javascript.  xhtml:  CODE   filter.js:  CODE   Aparentemente o retorno da função CODE  está se perdendo, pois a saída do console está ok. ",angular
"Estou trabalhando em uma aplicação Angular2 que executa junto ao Electron, preciso que ao clicar em um link específico do angular, a aplicação Electron finalize. Como faço esse tipo de comunicação, para que o Electron entenda um comando vindo do angular? ",angular
"Uma listagem de 5 artigos, com links e títulos diferentes, cada um deles com um link Compartilhar que abre um modal, onde possui quatro botões para serem compartilhados nas mídias sociais. Para ser compartilhado é necessário ter o link do post. Penso que seria desastroso, colocar o modal em um loop php, criando assim um modal especifico para cada artigo listado. O que eu quero é manter apenas um modal, e passar o valor do link/titulo do post para ele, com javascript através do botão Compartilhar  PS: Isso é para um projeto em wordpress, então cada artigo listado possui, ID próprias. CODE , CODE , CODE   Exemplo      CODE   CODE   CODE        ",jquery
"Em Node.JS, eu utilizo este método do CODE  para verificar se um arquivo existe:  CODE   A pergunta é: como posso fazer a mesma coisa, mas de forma assíncrona? Nota: utilizo o Node 8.10.0. ",node.js
"Quando pesquiso uma informação no banco de dados e essa informação não é retornada(pois não existe), o que devo fazer? Preencher um objeto JSON para retorno do GET? E caso retorne false?  O response pode ser o status code 201 ou 404? Qual seria a melhor prática? ",node.js
"Estou tentando gerar o build de um projeto em Angular, porém toda vez que rodo o comando para isso CODE  é me apresentado vários erros, porém pesquisando não consegui resolver, alguém teria uma luz?  CODE   Aqui o meu tsconfig.json  CODE   E aqui o meu read-uploaded-folders.ts  CODE   Arquivo upload-progress-event.ts  CODE  ",angular node.js
"Está dando esse erro quando adiciono um novo item, pela minha pesquisa preciso usar um async, mas os exemplo que achei nenhum usa mat-table do material angular. Não consegui aplicar. Como é feito um async nesse caso?  Component:  CODE   Template:  CODE   Serviço:  CODE  ",angular
"Possuo uma tela de adicionar membros e quando o membro é adicionado o usuário já visualiza em uma tabela abaixo (AJAX).   Quando os usuários estão clicando no botão adicionar a requisição pode demorar, dependendo de ""N"" fatores, e quando demora, os usuários continuam clicando no botão de adicionar, o que acarreta em várias inserções e vários registros ""idênticos"" na tabela.   Eu quero simplesmente dar um disable no botão enquanto a requisição é finalizada e a tabela atualizada, porém não manjo muito de JS.  Meu código:  CODE  ",jquery
"Boa noite  Estou com um projeto onde tem que sera criada uma rede social voltado a estudos e estou tendo um problema na linha do tempo:  Problema: Quando clicado no botao curtir da terceira publicacao ou de qualquer uma, com excessao da primeira, ele pega apenas o ID DA PRIMEIRA PUBLICACAO  ID = ID CARREGADA DENTRO DA $ID_STRING ID DA PUBLICACAO  Codigos:  HTML/PHP   CODE   AJAX  CODE   PHP   CODE     Alguem sabe uma possivel causa para esse erro ?  Abraços ",html 
CODE,jquery html 
Tenho um componente que mostra uma imagem e um outro componente que deve alterar o src dessa imagem.  Tentei fazer o seguinte:  Perfil.component.ts  CODE   Perfil.service.ts  CODE,angular 
"Tenho em meu formulário o seguinte campo:  CODE   Se escolhida uma data, ele envia corretamente os dados para o ajax e a gravação no MySQL ocorre normalmente:  CODE   Porém, caso não seja escolhida nenhuma data no campo, o CODE  não aceita nada e nem roda.  O que está errado aqui?  Um detalhe que talvez haja relevância aqui é que o inspector, quando NÃO escolhida uma data, nem envia uma linha que seja. Fica todo vazio!  Também fiz a tentativa abaixo mas sem sucesso:  CODE   E assim:  CODE   E assim:  CODE   E assim:  CODE   E assim:  CODE   E assim:  CODE   Nada dá certo.  Será que terei que converter para texto? ",jquery 
"Estou utilizando CODE  e CODE  com esses exemplos de documentos.  CODE   Qual a melhor prática para quando eu atualizar uma CODE , também atualiza-la dentro de CODE  caso o CODE  das CODE  forem iguais.  Este é só um exemplo, na aplicação terão casos de documentos duplicados em diversas partes do banco, necessitando desse tipo de atualização para evitar inconsistências. ",node.js
"Estou tentando colocar um traço embaixo da pagina atual como na imagem.    Preciso fazer isso com o jQuery, não é uma opção colocar um CODE  em cada pagina aberta. Pensei em pegar a CODE  da pagina e se for igual a alguma classe (que vou atribuir ao botão) ele adiciona o estilo de CODE  então. Estou meio perdido e não sei como começar ou o melhor método, só pensei nesse da url mas não sei como executar ainda. ",jquery 
"Estou com uma dúvida com o Angular/Ionic que estou utilizando para montar um app.  Eu possuo o seguinte provider:  CODE   E a resposta da função loginUserAccount() eu recebo um JSON ""auth-jwt"" que ele é o Token do usuário que contém as informações do usuário logado e permite acessar as demais páginas do app.  A minha dúvida é que como eu posso setar meu header ""X-Token"" com a resposta que vem da API? Buscando no Google e no próprio StackOverflow li sobre a Ionic Storage para salvar dados e recuperar quando bem entender mas não entendi muito bem como ela funciona e como seria a implementação, tem alguma outra forma de salvar o token ou salvar com Ionic Storage é o mais correto? Se a Ionic Storage é melhor como posso gravar o ""auth-jwt"" nela? ",angular
"Olá, Eu tenho um backend feito com Spring e eu gero um arquivo .jar e 'subo' ele via VSCode para o front feito em Angular.  Quando eu tento acessar a minha página (tudo está localhost), eu recebo esse retorno:  CODE   Meu código no Angular está dessa forma:  CODE   }  O meu código CORS está assim:  CODE   O meu originPermitida está assim:  CODE   O meu código HttpSecurity está assim:  CODE   No Postman, abre que é uma beleza, o erro acontece quando eu abro a página via browse.  Onde eu estou errando? Poderiam me dar um norte?  Obrigado! ",angular
"Após eu clicar no elemento a parte de dentro do meu Dasboard não carrega da forma que eu esperava.  Antes de clicar:   Me parece que o script corta sozinho o CODE  já que ele carrega a página por um segundo e depois o main fica branco novamente.  Depois de clicar:   Script que estou usando:         CODE    Elemento que após clicar, carrega o script:  CODE   Main: (fiz a div para testar se era o main que estava bugando)  CODE  ",jquery html
"Queria adicionar um banner lateral, que consoante a scroll, o banner acompanhasse a página.  A imagem mostra o que quero fazer:   Mas o banner nunca pode passar alguns limites, ou seja, não pode ir para cima do CODE  nem do CODE  e tendo em atenção que o tamanho da página não é sempre o mesmo. Posso limitar isto com divs? Ou posso dar um limite, por exemplo, dar um espaçamento em cima e em baixo? E como meto o banner a mexer-se consoante a scroll?  Eu tenho feito o seguinte:  CODE   O problema é que a imagem vai para cima do footer, posso lhe meter algum limite? O que me está acontecer é o seguinte (o banner fica por cima do footer):  ",html 
"Eu estou a utilizar o Bootstrap v3. E preciso de filtrar os campos das tabelas. Optei por usar este exemplo como base.  Estou agora com um problema, quando estou a visualizar a minha tabela (é table-responsive) num dispositivo móvel, o que acontece é que a caixa do filtro desaparece porque fica ""dentro da tabela"", podem ver nas imagens abaixo:  Desktop    Móvel    Tenho aqui um exemplo do meu código:   HTML:  CODE   JQuery:  CODE   jsfiddle  Outro exemplo  Mais um exemplo  Já andei a pesquisar em todo lado e não encontro nada sobre o assunto. O que se está a passar e o como posso resolver o assunto? ",html 
"Amigos o que está acontecendo é que está passando espaços e números repetidos, não sei mais o que fazer :P      CODE             CODE                  ",html
Eu tenho uma variável que eu exibo na tela do meu app chamada {{data.referencia}}.   No código de exemplo:  CODE   Onde está escrito cardapiohotrod eu gostaria de colocar a variável {{data.referencia}},angular
"A minha página(Cabeçalho de uma table e um popup modal), em letras acentuadas ou caracteres da lingua portuguesa, estão vindo de forma ilegível. No head da página eu tenho essa declaração:  CODE   Na tag meta eu também fiz isso e não resolveu:  CODE   Já passei UTF para utf e mesmo assim nada. Tenho uma página chamadora do popup e nela eu tenho os includes e o meta para caracteres. A grid(table) está na mesma página que chama o popup. veja a imagem do grid como está.  ",html
"Como faço para que, quando clicar no vídeo ele começar a carregar, pois não estou conseguindo se alguém puder ajudar agradeço.  Aqui está o trecho de código do vídeo:  CODE  ",jquery html
